page_id,page_url,locality,zip_code,property_type,property_subtype,price,number_of_bedrooms,livable_surface_m2,kitchen_equipment,furnished,has_terrace,terrace_area_m2,has_garden,garden_area_m2,land_area_m2,number_of_facades,has_swimming_pool,building_condition,build_year
8541,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd88171,Liege,4020.0,appartment,flat,219000.0,2.0,81.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,Excellent,N/A
8542,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd88112,Liege,4020.0,appartment,flat,185000.0,2.0,77.0,Fully equipped,N/A,1.0,N/A,N/A,N/A,N/A,N/A,0.0,Excellent,1965.0
8543,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd88111,Liege,4020.0,appartment,flat,175000.0,2.0,99.0,Partially equipped,0.0,0.0,N/A,N/A,N/A,N/A,N/A,0.0,Normal,1974.0
8544,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd88035,Liege,4020.0,appartment,flat,110000.0,1.0,54.0,Partially equipped,0.0,1.0,N/A,N/A,N/A,N/A,2.0,0.0,To be renovated,1974.0
8546,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbd87123,Liege,4020.0,appartment,flatStudio,110000.0,N/A,38.0,N/A,0.0,1.0,5.0,N/A,N/A,N/A,2.0,N/A,N/A,1973.0
8547,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/rbv26487,Liege,4020.0,appartment,flat,259000.0,2.0,68.0,Fully equipped,0.0,1.0,6.0,N/A,N/A,N/A,3.0,0.0,Fully renovated,1966.0
8548,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd66416,Liege,4020.0,appartment,flat,129900.0,1.0,56.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Excellent,N/A
8552,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd64194,Liege,4020.0,appartment,flat,115000.0,1.0,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8554,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd85534,Liege,4020.0,appartment,flat,315000.0,2.0,107.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,Normal,2013.0
8555,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd77892,Liege,4020.0,appartment,flat,220000.0,2.0,96.0,N/A,0.0,1.0,15.0,N/A,N/A,N/A,N/A,N/A,Normal,1975.0
8557,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd69106,Liege,4020.0,appartment,flat,115000.0,1.0,40.0,Fully equipped,1.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Excellent,1965.0
8559,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc95650,Liege,4020.0,appartment,flat,135000.0,1.0,47.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,Normal,N/A
8561,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc40598,Liege,4020.0,appartment,flat,349500.0,2.0,110.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,New,2024.0
8563,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd64670,Liege,4020.0,appartment,flat,159000.0,1.0,61.0,Fully equipped,N/A,1.0,N/A,N/A,N/A,N/A,2.0,0.0,Excellent,N/A
8566,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd84088,Liege,4020.0,appartment,flat,300000.0,3.0,150.0,N/A,0.0,1.0,14.0,N/A,N/A,N/A,2.0,N/A,Normal,1972.0
8567,https://immovlan.be/en/detail/penthouse/for-sale/4020/liege/vbd65085,Liege,4020.0,appartment,penthouse,185000.0,2.0,75.0,N/A,N/A,1.0,11.0,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
8568,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd56700,Liege,4020.0,appartment,flat,149000.0,1.0,70.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,3.0,N/A,N/A,N/A
8570,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vwd12632,Liege,4020.0,appartment,flat,400000.0,4.0,184.0,Fully equipped,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,Normal,1970.0
8572,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd82513,Liege,4020.0,appartment,flat,299000.0,3.0,130.0,N/A,0.0,1.0,20.0,N/A,N/A,N/A,2.0,0.0,To be renovated,1955.0
8575,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd23548,Liege,4020.0,appartment,flat,295000.0,3.0,149.0,Fully equipped,N/A,1.0,10.0,N/A,N/A,N/A,2.0,0.0,Normal,1955.0
8584,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd80347,Liege,4020.0,appartment,flat,185000.0,2.0,85.0,Fully equipped,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,Normal,N/A
8589,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd79187,Liege,4020.0,appartment,flat,99000.0,2.0,72.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,To be renovated,N/A
8590,https://immovlan.be/en/detail/duplex/for-sale/4020/liege/vbd79186,Liege,4020.0,appartment,duplex,199000.0,2.0,77.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,Normal,N/A
8591,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd79007,Liege,4020.0,appartment,flat,165000.0,1.0,61.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,N/A,N/A
8596,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd61001,Liege,4020.0,appartment,flat,129900.0,1.0,62.0,Fully equipped,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Excellent,1976.0
8597,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd75744,Liege,4020.0,appartment,flat,189000.0,3.0,109.0,N/A,0.0,1.0,17.0,N/A,N/A,N/A,2.0,N/A,Normal,1915.0
8600,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd75145,Liege,4020.0,appartment,flat,120000.0,1.0,45.0,Partially equipped,1.0,1.0,14.0,N/A,N/A,N/A,3.0,0.0,Normal,1970.0
8601,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd74080,Liege,4020.0,appartment,flat,219000.0,2.0,96.0,Partially equipped,0.0,1.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,1961.0
8605,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd71934,Liege,4020.0,appartment,flat,125000.0,2.0,72.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,To be renovated,1975.0
8608,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd71053,Liege,4020.0,appartment,flat,249500.0,2.0,94.0,N/A,N/A,1.0,15.0,N/A,N/A,N/A,N/A,N/A,Normal,2022.0
8609,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd70983,Liege,4020.0,appartment,flat,139000.0,1.0,57.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,To renovate,N/A
8611,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd56559,Liege,4020.0,appartment,flat,95000.0,1.0,43.0,Fully equipped,0.0,1.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8612,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd56558,Liege,4020.0,appartment,flat,169000.0,2.0,91.0,Fully equipped,0.0,1.0,10.0,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8613,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd69126,Liege,4020.0,appartment,flat,170869.0,2.0,73.0,N/A,0.0,1.0,5.0,N/A,N/A,N/A,4.0,0.0,Fully renovated,N/A
8614,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd68573,Liege,4020.0,appartment,flat,15000.0,1.0,0.0,N/A,0.0,1.0,2.0,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8616,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd67319,Liege,4020.0,appartment,flat,145000.0,2.0,66.0,Partially equipped,0.0,1.0,22.0,N/A,N/A,N/A,2.0,0.0,To renovate,N/A
8618,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd66488,Liege,4020.0,appartment,flat,220000.0,1.0,88.0,Fully equipped,N/A,1.0,60.0,N/A,N/A,N/A,N/A,0.0,N/A,N/A
8620,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd66242,Liege,4020.0,appartment,flat,110000.0,N/A,80.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,Normal,1980.0
8621,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbd66041,Liege,4020.0,appartment,flatStudio,92500.0,1.0,39.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,To be renovated,1977.0
8622,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd65901,Liege,4020.0,appartment,flat,150000.0,2.0,78.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,To be renovated,1964.0
8623,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd65774,Liege,4020.0,appartment,flat,189000.0,2.0,80.0,Fully equipped,0.0,1.0,2.0,N/A,N/A,N/A,N/A,0.0,Normal,N/A
8629,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd42707,Liege,4020.0,appartment,flat,219000.0,2.0,75.0,Fully equipped,0.0,1.0,N/A,N/A,N/A,N/A,N/A,0.0,Normal,N/A
8630,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd60984,Liege,4020.0,appartment,flat,129000.0,1.0,54.0,Partially equipped,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8631,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbd60703,Liege,4020.0,appartment,flatStudio,90000.0,N/A,37.0,N/A,0.0,1.0,5.0,N/A,N/A,N/A,2.0,N/A,N/A,1977.0
8634,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbd59714,Liege,4020.0,appartment,flatStudio,90000.0,1.0,48.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,To be renovated,1975.0
8635,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd59422,Liege,4020.0,appartment,flat,295000.0,4.0,164.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1975.0
8636,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd59076,Liege,4020.0,appartment,flat,235000.0,2.0,88.0,N/A,N/A,1.0,23.0,N/A,N/A,N/A,3.0,0.0,Normal,2025.0
8637,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd59075,Liege,4020.0,appartment,flat,235000.0,2.0,91.0,N/A,N/A,1.0,12.0,N/A,N/A,N/A,3.0,0.0,New,2025.0
8638,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd58928,Liege,4020.0,appartment,flat,185000.0,2.0,99.0,N/A,0.0,1.0,15.0,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8642,https://immovlan.be/en/detail/penthouse/for-sale/4020/liege/vbc55856,Liege,4020.0,appartment,penthouse,398000.0,2.0,106.0,N/A,N/A,1.0,85.0,N/A,N/A,N/A,3.0,N/A,New,2023.0
8643,https://immovlan.be/en/detail/penthouse/for-sale/4020/liege/vbc31535,Liege,4020.0,appartment,penthouse,414000.0,3.0,124.0,N/A,N/A,1.0,22.0,N/A,N/A,N/A,3.0,N/A,New,2023.0
8644,https://immovlan.be/en/detail/penthouse/for-sale/4020/liege/vbd56398,Liege,4020.0,appartment,penthouse,499000.0,3.0,150.0,N/A,N/A,1.0,12.0,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
8646,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd55766,Liege,4020.0,appartment,flat,219000.0,2.0,90.0,N/A,0.0,1.0,3.0,N/A,N/A,N/A,3.0,0.0,Normal,1970.0
8647,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd55062,Liege,4020.0,appartment,flat,215000.0,2.0,89.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fully renovated,N/A
8649,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd54337,Liege,4020.0,appartment,flat,169000.0,2.0,118.0,Fully equipped,0.0,1.0,57.0,N/A,N/A,N/A,2.0,0.0,Normal,1975.0
8652,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd53427,Liege,4020.0,appartment,flat,299000.0,3.0,103.0,Fully equipped,0.0,1.0,N/A,N/A,N/A,N/A,2.0,0.0,Excellent,N/A
8653,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd52680,Liege,4020.0,appartment,flat,166000.0,2.0,90.0,Fully equipped,0.0,1.0,N/A,N/A,N/A,N/A,2.0,0.0,Excellent,N/A
8654,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd25267,Liege,4020.0,appartment,flat,225000.0,3.0,104.0,N/A,0.0,1.0,3.0,N/A,N/A,N/A,3.0,N/A,To be renovated,1964.0
8655,https://immovlan.be/en/detail/duplex/for-sale/4020/liege/vbd51368,Liege,4020.0,appartment,duplex,190000.0,2.0,110.0,Fully equipped,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8656,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbd51035,Liege,4020.0,appartment,flatStudio,65000.0,1.0,34.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,0.0,To renovate,1989.0
8657,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd50619,Liege,4020.0,appartment,flat,165000.0,1.0,85.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8659,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd49584,Liege,4020.0,appartment,flat,195000.0,2.0,103.0,N/A,0.0,1.0,3.0,N/A,N/A,N/A,3.0,N/A,Excellent,N/A
8661,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd47457,Liege,4020.0,appartment,flat,250000.0,2.0,77.0,Fully equipped,0.0,1.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8662,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc92357,Liege,4020.0,appartment,flat,415000.0,3.0,145.0,N/A,0.0,1.0,32.0,N/A,N/A,N/A,2.0,N/A,N/A,2025.0
8663,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd46519,Liege,4020.0,appartment,flat,199000.0,3.0,116.0,Super equipped,0.0,1.0,10.0,N/A,N/A,N/A,N/A,0.0,Normal,N/A
8665,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd45349,Liege,4020.0,appartment,flat,115000.0,1.0,67.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,To be renovated,N/A
8666,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd45079,Liege,4020.0,appartment,flat,99000.0,1.0,50.0,Partially equipped,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,1975.0
8667,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd45078,Liege,4020.0,appartment,flat,99000.0,1.0,45.0,Fully equipped,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,1975.0
8668,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd45077,Liege,4020.0,appartment,flat,99000.0,1.0,35.0,Partially equipped,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,1975.0
8669,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd45075,Liege,4020.0,appartment,flat,99000.0,1.0,40.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,1975.0
8672,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd43711,Liege,4020.0,appartment,flat,290000.0,3.0,130.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8673,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd43301,Liege,4020.0,appartment,flat,145000.0,1.0,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,To be renovated,1966.0
8674,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbd42091,Liege,4020.0,appartment,flatStudio,115000.0,N/A,45.0,N/A,0.0,1.0,2.0,N/A,N/A,N/A,2.0,N/A,Normal,1976.0
8678,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd38703,Liege,4020.0,appartment,flat,225000.0,2.0,89.0,N/A,0.0,1.0,14.0,N/A,N/A,N/A,2.0,N/A,Normal,1973.0
8681,https://immovlan.be/en/detail/penthouse/for-sale/4020/wandre/vbd38010,Wandre,4020.0,appartment,penthouse,246200.0,2.0,103.0,N/A,N/A,1.0,25.0,N/A,N/A,N/A,3.0,N/A,N/A,N/A
8682,https://immovlan.be/en/detail/apartment/for-sale/4020/wandre/vbd38007,Wandre,4020.0,appartment,flat,244470.0,2.0,81.0,N/A,N/A,1.0,10.0,N/A,N/A,N/A,3.0,N/A,N/A,N/A
8683,https://immovlan.be/en/detail/apartment/for-sale/4020/wandre/vbd38004,Wandre,4020.0,appartment,flat,315560.0,3.0,115.0,N/A,N/A,1.0,20.0,N/A,N/A,N/A,3.0,N/A,N/A,N/A
8684,https://immovlan.be/en/detail/apartment/for-sale/4020/wandre/vbd38003,Wandre,4020.0,appartment,flat,309590.0,3.0,115.0,N/A,N/A,1.0,20.0,1.0,152.0,N/A,3.0,N/A,N/A,N/A
8685,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc94181,Liege,4020.0,appartment,flat,415000.0,2.0,132.0,N/A,0.0,1.0,11.0,N/A,N/A,N/A,2.0,0.0,Excellent,2011.0
8692,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd31034,Liege,4020.0,appartment,flat,230000.0,2.0,95.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,2.0,N/A,To be renovated,1976.0
8702,https://immovlan.be/en/detail/duplex/for-sale/4020/liege/vbd11584,Liege,4020.0,appartment,duplex,239000.0,4.0,140.0,N/A,1.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,2005.0
8708,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc86808,Liege,4020.0,appartment,flat,150000.0,3.0,112.0,Fully equipped,N/A,1.0,N/A,N/A,N/A,N/A,N/A,0.0,Excellent,N/A
8715,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbc65516,Liege,4020.0,appartment,flatStudio,65000.0,1.0,36.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,0.0,Fully renovated,1989.0
8723,https://immovlan.be/en/detail/duplex/for-sale/4020/liege/vbc40973,Liege,4020.0,appartment,duplex,599000.0,2.0,108.0,N/A,1.0,1.0,19.0,N/A,N/A,N/A,N/A,N/A,Excellent,2024.0
8724,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc40599,Liege,4020.0,appartment,flat,362000.0,2.0,117.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,New,2024.0
8726,https://immovlan.be/en/detail/loft/for-sale/4020/liege/vbb88199,Liege,4020.0,appartment,loft,290000.0,2.0,99.0,N/A,N/A,1.0,6.0,N/A,N/A,N/A,N/A,N/A,New,2023.0
8730,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vaz81540,Liege,4020.0,appartment,flat,199000.0,2.0,0.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,2.0,N/A,Normal,N/A
8733,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd77604,Liege,4020.0,appartment,flat,139000.0,1.0,50.0,Fully equipped,1.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,Normal,1961.0
8737,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd82811,Liege,4020.0,appartment,flat,175000.0,2.0,84.0,N/A,0.0,1.0,5.0,N/A,N/A,N/A,N/A,N/A,To be renovated,N/A
8739,https://immovlan.be/en/detail/penthouse/for-sale/4020/liege/vbc74200,Liege,4020.0,appartment,penthouse,465000.0,3.0,115.0,N/A,0.0,1.0,55.0,N/A,N/A,N/A,3.0,N/A,N/A,2017.0
8740,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc52148,Liege,4020.0,appartment,flat,99000.0,1.0,51.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,3.0,N/A,To be renovated,1961.0
8742,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd74597,Liege,4020.0,appartment,flat,330000.0,3.0,110.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,Excellent,N/A
8746,https://immovlan.be/en/detail/duplex/for-sale/4020/liege/vbd72841,Liege,4020.0,appartment,duplex,269000.0,2.0,130.0,Super equipped,N/A,1.0,43.0,N/A,N/A,N/A,2.0,N/A,Excellent,2010.0
8747,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd71896,Liege,4020.0,appartment,flat,149000.0,1.0,59.0,Fully equipped,0.0,1.0,2.0,N/A,N/A,N/A,N/A,0.0,Normal,1962.0
8749,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbd71752,Liege,4020.0,appartment,flatStudio,82500.0,1.0,31.0,Fully equipped,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8750,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbd70750,Liege,4020.0,appartment,flatStudio,99000.0,N/A,32.0,Fully equipped,0.0,0.0,N/A,N/A,N/A,N/A,2.0,0.0,Normal,N/A
8751,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd69128,Liege,4020.0,appartment,flat,192356.0,3.0,86.0,N/A,0.0,1.0,5.0,N/A,N/A,N/A,4.0,0.0,Fully renovated,N/A
8762,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu98251,Ieper,8900.0,appartment,flat,295000.0,2.0,96.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2022.0
8764,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75678,Ieper,8900.0,appartment,flat,552000.0,3.0,131.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8765,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75677,Ieper,8900.0,appartment,flat,252000.0,1.0,63.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8766,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75676,Ieper,8900.0,appartment,flat,310000.0,2.0,90.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8767,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75673,Ieper,8900.0,appartment,flat,410000.0,2.0,89.0,N/A,N/A,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,2024.0
8768,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75671,Ieper,8900.0,appartment,flat,485000.0,2.0,109.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8769,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu24130,Ieper,8900.0,appartment,flat,552000.0,3.0,131.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8772,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbv14305,Ieper,8900.0,appartment,flat,189000.0,3.0,89.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,2.0,N/A,Normal,1976.0
8778,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbv05560,Ieper,8900.0,appartment,flat,299000.0,2.0,115.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2002.0
8781,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu91556,Ieper,8900.0,appartment,flat,335000.0,2.0,93.0,N/A,N/A,1.0,36.0,N/A,N/A,N/A,N/A,N/A,N/A,2020.0
8783,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu88120,Ieper,8900.0,appartment,flat,169000.0,3.0,116.0,N/A,N/A,1.0,3.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8785,https://immovlan.be/en/detail/penthouse/for-sale/8900/ieper/rbu77531,Ieper,8900.0,appartment,penthouse,569000.0,2.0,105.0,Super equipped,N/A,1.0,56.0,N/A,N/A,N/A,2.0,N/A,New,2024.0
8786,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu77530,Ieper,8900.0,appartment,flat,357000.0,2.0,89.0,Super equipped,N/A,1.0,16.0,N/A,N/A,N/A,2.0,N/A,New,2024.0
8787,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75682,Ieper,8900.0,appartment,flat,378000.0,2.0,105.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8788,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75681,Ieper,8900.0,appartment,flat,198000.0,1.0,61.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8789,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75680,Ieper,8900.0,appartment,flat,357000.0,2.0,90.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8790,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75679,Ieper,8900.0,appartment,flat,325000.0,2.0,93.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8791,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75675,Ieper,8900.0,appartment,flat,569000.0,2.0,105.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8792,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75674,Ieper,8900.0,appartment,flat,485000.0,2.0,104.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8793,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu75672,Ieper,8900.0,appartment,flat,525000.0,2.0,116.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8799,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu24133,Ieper,8900.0,appartment,flat,198000.0,1.0,61.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8800,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbu24132,Ieper,8900.0,appartment,flat,310000.0,2.0,90.0,N/A,N/A,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,2024.0
8801,https://immovlan.be/en/detail/penthouse/for-sale/8900/ieper/rbu24131,Ieper,8900.0,appartment,penthouse,485000.0,2.0,104.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2024.0
8802,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbt90316,Ieper,8900.0,appartment,flat,212750.0,1.0,60.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2025.0
8805,https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbs26043,Ieper,8900.0,appartment,flat,465000.0,2.0,98.0,N/A,N/A,1.0,53.0,N/A,N/A,N/A,N/A,N/A,N/A,2020.0
